timestamp,cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,target,latency_ms,throughput,utilization,cost
1/1/2024 7:50,51.63,77.27,66.51,327.19,Azure,us-east,t2.micro,1,1,0.0116,no_action,241.32,1304.56,64.45,0.0174
1/1/2024 7:55,56.05,57.89,98.23,502.67,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,226.97,1149.57,56.97,0.1366
1/1/2024 8:00,34.23,43.96,59.03,389.87,AWS,us-east,t2.micro,1,1,0.0116,no_action,254.44,727.82,39.09,0.0174
1/1/2024 8:05,20.78,90.15,317.12,711.19,AWS,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,244.46,1183.3,55.47,0.1366
1/1/2024 8:10,17.82,58.34,314.08,770.9,AWS,us-west,t2.micro,1,1,0.0116,no_action,251.55,752.08,38.08,0.0174
1/1/2024 8:15,35.54,42.68,340.66,613.7,GCP,us-west,t2.micro,1,1,0.0116,no_action,246.9,810.35,39.11,0.0174
1/1/2024 8:20,19.16,23.76,160.68,244.61,AWS,us-west,B1s,1,1,0.012,scale_down,272.62,386,21.46,0.018
1/1/2024 8:25,25.6,90.71,86.11,572.06,AWS,us-east,B1s,1,1,0.012,scale_up,244.55,1160.59,58.16,0.018
1/1/2024 8:30,20.08,45.81,486.26,878.96,Azure,us-east,t2.micro,1,1,0.0116,no_action,261.29,696.67,32.95,0.0174
1/1/2024 8:35,25.38,70.18,468.22,601.09,AWS,us-east,n1-standard-1,1,3.75,0.0475,no_action,235.53,982.77,47.78,0.1366
1/1/2024 8:40,79.25,26.83,195.66,482.89,GCP,us-west,t2.micro,1,1,0.0116,no_action,230.68,1063.2,53.04,0.0174
1/1/2024 8:45,20.34,64.96,179.88,623.11,GCP,us-east,t2.micro,1,1,0.0116,no_action,256.69,792.45,42.65,0.0174
1/1/2024 8:50,57.93,14.66,201.47,220.97,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,273.77,697.06,36.3,0.1366
1/1/2024 8:55,32.92,71.34,392.1,636.07,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,223.15,1002.76,52.13,0.1366
1/1/2024 9:00,41.4,93.66,423.78,968.52,GCP,asia-south,B1s,1,1,0.012,scale_up,236.18,1320.4,67.53,0.018
1/1/2024 9:05,94.45,26.31,79.92,767.01,Azure,asia-south,B1s,1,1,0.012,scale_up,251.3,1220.32,60.38,0.018
1/1/2024 9:10,22.58,81.57,140.73,247.29,GCP,us-east,t2.micro,1,1,0.0116,no_action,251.87,1020.45,52.07,0.0174
1/1/2024 9:15,69.87,57.08,211.47,889.48,GCP,us-east,t2.micro,1,1,0.0116,no_action,248.54,1249.1,63.48,0.0174
1/1/2024 9:20,49.52,43.92,258.21,371.24,Azure,asia-south,B1s,1,1,0.012,no_action,253.46,1018.22,46.72,0.018
1/1/2024 9:25,30.9,90.96,222.75,589.2,AWS,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,241.43,1257.14,60.93,0.1366
1/1/2024 9:30,20.52,94.58,332.47,401.42,AWS,us-east,B1s,1,1,0.012,scale_up,245.83,1130.24,57.55,0.018
1/1/2024 9:35,65.81,58.01,452.25,809.74,GCP,asia-south,B1s,1,1,0.012,no_action,233.5,1195.71,61.91,0.018
1/1/2024 9:40,32.36,76.96,65.09,612.9,AWS,us-east,B1s,1,1,0.012,no_action,250.13,1109.88,54.66,0.018
1/1/2024 9:45,40.79,83.91,99.78,861.81,AWS,us-east,t2.micro,1,1,0.0116,no_action,234.95,1198.06,62.35,0.0174
1/1/2024 9:50,81.76,23.49,153.16,750.03,Azure,us-east,B1s,1,1,0.012,no_action,256.07,1120.28,52.62,0.018
1/1/2024 9:55,72.46,58.85,163.31,411.13,AWS,us-west,t2.micro,1,1,0.0116,no_action,216.56,1387.9,65.66,0.0174
1/1/2024 10:00,51.58,95.26,119.01,627.61,Azure,us-east,B1s,1,1,0.012,scale_up,251.04,1474.86,73.42,0.018
1/1/2024 10:05,11.63,88.49,469.45,608.62,Azure,us-east,B1s,1,1,0.012,scale_up,254.75,1012.39,50.06,0.018
1/1/2024 10:10,73.65,23.73,309.33,646.04,AWS,us-west,B1s,1,1,0.012,no_action,267.24,948.24,48.69,0.018
1/1/2024 10:15,94.09,93.3,252.88,201.91,Azure,asia-south,B1s,1,1,0.012,scale_up,206.86,1928.61,93.69,0.018
1/1/2024 10:20,63.21,45.91,74.64,401.68,GCP,us-west,t2.micro,1,1,0.0116,no_action,235.32,1008.46,54.56,0.0174
1/1/2024 10:25,58.37,92.79,205.86,412.26,Azure,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,221.06,1595.05,75.58,0.1366
1/1/2024 10:30,30.21,50.72,113.39,258.75,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,232.57,806.59,40.47,0.1366
1/1/2024 10:35,92.34,42.62,311.26,669.04,AWS,asia-south,B1s,1,1,0.012,scale_up,229.83,1294.27,67.48,0.018
1/1/2024 10:40,17.68,99.72,275.99,635.85,GCP,us-west,n1-standard-1,1,3.75,0.0475,scale_up,241.44,1172.79,58.7,0.1366
1/1/2024 10:45,28.89,90.82,142.31,271.62,AWS,us-east,n1-standard-1,1,3.75,0.0475,scale_up,239.82,1169.93,59.85,0.1366
1/1/2024 10:50,60.84,15.91,398.99,507.96,Azure,asia-south,t2.micro,1,1,0.0116,no_action,235.12,822.08,38.38,0.0174
1/1/2024 10:55,46.07,60.37,119.86,263.74,AWS,asia-south,t2.micro,1,1,0.0116,no_action,232.7,1025.51,53.22,0.0174
1/1/2024 11:00,67.96,46.79,61.42,240.54,Azure,us-west,t2.micro,1,1,0.0116,no_action,251.98,1211.08,57.38,0.0174
1/1/2024 11:05,12.44,29.98,153.98,704.7,GCP,us-east,t2.micro,1,1,0.0116,scale_down,273.54,448.67,21.21,0.0174
1/1/2024 11:10,68.75,31.44,94.75,318.85,GCP,us-west,t2.micro,1,1,0.0116,no_action,257.01,1024.11,50.09,0.0174
1/1/2024 11:15,84.72,45.75,350.64,284.49,GCP,asia-south,B1s,1,1,0.012,no_action,240.7,1289.22,65.23,0.018
1/1/2024 11:20,11.17,17.7,143.55,123.88,GCP,asia-south,B1s,1,1,0.012,scale_down,288.83,226.14,14.43,0.018
1/1/2024 11:25,47.93,90.34,417.85,407.64,Azure,us-east,B1s,1,1,0.012,scale_up,223.82,1312.28,69.14,0.018
1/1/2024 11:30,63.13,34.13,330.87,468.47,Azure,us-west,B1s,1,1,0.012,no_action,230.55,1057.42,48.63,0.018
1/1/2024 11:35,36.5,95.36,393.62,226.1,AWS,us-east,n1-standard-1,1,3.75,0.0475,scale_up,233.69,1373.77,65.93,0.1366
1/1/2024 11:40,90.51,81.99,241.35,120.22,AWS,us-east,B1s,1,1,0.012,scale_up,216.83,1639.49,86.25,0.018
1/1/2024 11:45,67.01,33.21,112.71,851.44,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,250.07,1019.58,50.11,0.1366
1/1/2024 11:50,25.45,34.51,58.28,922.87,GCP,asia-south,t2.micro,1,1,0.0116,no_action,271.98,550.68,29.98,0.0174
1/1/2024 11:55,34.66,59.88,343.14,846.77,Azure,us-west,t2.micro,1,1,0.0116,no_action,255.29,994.53,47.27,0.0174
1/1/2024 12:00,64.05,69.85,128.92,922.97,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,214.64,1275.02,66.95,0.1366
1/1/2024 12:05,56.7,14.23,124.83,764.23,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,266.4,671.53,35.47,0.1366
1/1/2024 12:10,32.08,45.04,179.91,420.11,AWS,us-east,B1s,1,1,0.012,no_action,251.68,823.88,38.56,0.018
1/1/2024 12:15,60.98,52.84,348.65,943.15,GCP,us-west,t2.micro,1,1,0.0116,no_action,234.51,1173.22,56.91,0.0174
1/1/2024 12:20,12.81,33.6,317.79,146.28,AWS,us-west,t2.micro,1,1,0.0116,no_action,302.4,459.3,23.21,0.0174
1/1/2024 12:25,40.08,79.38,97.97,167.62,Azure,us-west,t2.micro,1,1,0.0116,no_action,239.92,1283.14,59.73,0.0174
1/1/2024 12:30,71.96,49.13,160.88,837.19,Azure,us-west,B1s,1,1,0.012,no_action,245.78,1259.53,60.55,0.018
1/1/2024 12:35,34.49,63.12,212.44,182.42,Azure,us-west,B1s,1,1,0.012,no_action,250.45,1007.13,48.8,0.018
1/1/2024 12:40,26.66,58.77,442.83,759,AWS,us-east,t2.micro,1,1,0.0116,no_action,262.88,908.34,42.72,0.0174
1/1/2024 12:45,72.3,86.43,162.35,540.48,Azure,us-east,B1s,1,1,0.012,scale_up,224.93,1597.68,79.37,0.018
1/1/2024 12:50,26.25,61.12,461.97,130.55,AWS,us-west,B1s,1,1,0.012,no_action,245.5,926.36,43.69,0.018
1/1/2024 12:55,93.2,97.4,474.92,526.79,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,204.98,1907.49,95.3,0.1366
1/1/2024 13:00,38.72,84.6,66.65,636.64,AWS,us-east,n1-standard-1,1,3.75,0.0475,no_action,234,1217.74,61.66,0.1366
1/1/2024 13:05,16.93,72.67,202.94,752.29,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,253.33,874.01,44.8,0.1366
1/1/2024 13:10,58.55,81.17,193.44,663.3,AWS,asia-south,t2.micro,1,1,0.0116,no_action,232.81,1441.68,69.86,0.0174
1/1/2024 13:15,30.97,12.2,441.54,119.14,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,279.24,484.97,21.59,0.1366
1/1/2024 13:20,94.52,81.89,499.07,415.64,Azure,us-west,B1s,1,1,0.012,scale_up,206.62,1834.57,88.2,0.018
1/1/2024 13:25,53.19,66.48,443.15,985.68,Azure,us-east,t2.micro,1,1,0.0116,no_action,235.71,1269.37,59.84,0.0174
1/1/2024 13:30,47.92,76.38,157.45,199.43,AWS,us-east,n1-standard-1,1,3.75,0.0475,no_action,224.41,1197.07,62.15,0.1366
1/1/2024 13:35,36.67,31.02,68.94,116.09,AWS,us-east,B1s,1,1,0.012,no_action,265.81,688.61,33.84,0.018
1/1/2024 13:40,44.59,71.17,148.21,954.97,GCP,us-west,B1s,1,1,0.012,no_action,251.96,1146.9,57.88,0.018
1/1/2024 13:45,95.03,52.07,326.04,250.33,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,228.11,1495.62,73.55,0.1366
1/1/2024 13:50,64.7,56.14,153.8,258.88,AWS,asia-south,t2.micro,1,1,0.0116,no_action,233.35,1180.63,60.42,0.0174
1/1/2024 13:55,80.16,41.51,76.03,972.19,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,253.37,1188.16,60.83,0.1366
1/1/2024 14:00,72.64,23.85,417.12,302,AWS,us-east,n1-standard-1,1,3.75,0.0475,no_action,253.78,889.11,48.25,0.1366
1/1/2024 14:05,63.36,62.21,91.17,889.71,GCP,us-west,t2.micro,1,1,0.0116,no_action,231.09,1236.31,62.78,0.0174
1/1/2024 14:10,89.99,96.01,437.96,828.56,AWS,us-east,B1s,1,1,0.012,scale_up,213.59,1960.51,93,0.018
1/1/2024 14:15,17.83,46.76,217.71,333.78,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,267.37,735.63,32.3,0.1366
1/1/2024 14:20,17.29,29.82,357.47,168.52,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_down,276.28,530.52,23.55,0.1366
1/1/2024 14:25,53.25,63.32,421.11,413.03,GCP,asia-south,B1s,1,1,0.012,no_action,248.53,1258.04,58.28,0.018
1/1/2024 14:30,34.03,89.08,408.84,692.61,GCP,asia-south,B1s,1,1,0.012,scale_up,246.65,1256.46,61.55,0.018
1/1/2024 14:35,72.77,71.21,328.38,777.44,GCP,us-east,t2.micro,1,1,0.0116,no_action,226.34,1447.14,71.99,0.0174
1/1/2024 14:40,40.16,76.92,122.34,836.17,GCP,us-east,B1s,1,1,0.012,no_action,241.75,1234.72,58.54,0.018
1/1/2024 14:45,10.57,35.83,327.62,983.07,GCP,us-east,t2.micro,1,1,0.0116,no_action,263.2,501.31,23.2,0.0174
1/1/2024 14:50,67.06,58.6,400.93,196.28,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,239.66,1335.47,62.83,0.1366
1/1/2024 14:55,96.67,40.77,334.68,938.83,Azure,us-west,n1-standard-1,1,3.75,0.0475,scale_up,226.82,1384.1,68.72,0.1366
1/1/2024 15:00,37.09,73.74,80.31,623.95,Azure,asia-south,t2.micro,1,1,0.0116,no_action,256.54,1032.14,55.41,0.0174
1/1/2024 15:05,14.12,88.44,488.07,971.99,GCP,asia-south,t2.micro,1,1,0.0116,scale_up,243.13,1044.46,51.28,0.0174
1/1/2024 15:10,78.24,12.21,59.96,391.25,GCP,us-east,B1s,1,1,0.012,no_action,270.43,901.21,45.22,0.018
1/1/2024 15:15,71.5,50.13,173.13,997.41,GCP,us-east,B1s,1,1,0.012,no_action,224.7,1106.36,60.81,0.018
1/1/2024 15:20,24.73,81.53,362.16,298.69,Azure,asia-south,B1s,1,1,0.012,no_action,249.31,1034.4,53.13,0.018
1/1/2024 15:25,68.91,34.59,477.89,235.95,Azure,asia-south,B1s,1,1,0.012,no_action,254.75,1030.04,51.75,0.018
1/1/2024 15:30,47.78,67.47,228.92,346.79,AWS,us-west,n1-standard-1,1,3.75,0.0475,no_action,241.92,1164.67,57.62,0.1366
1/1/2024 15:35,90.47,30.7,145.9,128.02,AWS,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,226.9,1283.89,60.59,0.1366
1/1/2024 15:40,87.79,52.59,485.69,266.97,Azure,us-west,B1s,1,1,0.012,scale_up,233.24,1426.64,70.19,0.018
1/1/2024 15:45,79.38,86.03,392.46,663.6,AWS,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,219.26,1689.55,82.7,0.1366
1/1/2024 15:50,81.69,53.34,102.79,212.67,Azure,us-west,B1s,1,1,0.012,no_action,225.72,1440.35,67.52,0.018
1/1/2024 15:55,28.05,54.24,78.89,623.77,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,267.26,790.27,41.15,0.1366
